device,filename,session_id,activity,fall_binary,split,rows,duration,first_timestamp,last_timestamp
WATCH,SESSION_20260831_223656_CD93_WATCH.csv,SESSION_20260831_223656_CD93,FALL_FORWARD,FALL,TRAIN,4134,27.589,1788196016810,1788196044399
WATCH,SESSION_20260831_223736_B318_WATCH.csv,SESSION_20260831_223736_B318,FALL_FORWARD,FALL,VALIDATION,5460,36.453,1788196056485,1788196092938
WATCH,SESSION_20260831_223847_A6A4_WATCH.csv,SESSION_20260831_223847_A6A4,FALL_FORWARD,FALL,TRAIN,3458,23.088,1788196127475,1788196150563
WATCH,SESSION_20260831_223951_D9EB_WATCH.csv,SESSION_20260831_223951_D9EB,FALL_FORWARD,FALL,TRAIN,6006,40.106,1788196190768,1788196230874
WATCH,SESSION_20260831_224044_FF17_WATCH.csv,SESSION_20260831_224044_FF17,FALL_FORWARD,FALL,VALIDATION,6414,42.828,1788196244894,1788196287722
WATCH,SESSION_20260831_224153_F957_WATCH.csv,SESSION_20260831_224153_F957,FALL_FORWARD,FALL,TRAIN,5232,34.944,1788196313047,1788196347991
WATCH,SESSION_20260831_224241_7B5D_WATCH.csv,SESSION_20260831_224241_7B5D,FALL_FORWARD,FALL,TEST,6525,43.6,1788196360968,1788196404568
WATCH,SESSION_20260831_224340_5B49_WATCH.csv,SESSION_20260831_224340_5B49,FALL_FORWARD,FALL,TRAIN,4482,29.935,1788196420033,1788196449968
WATCH,SESSION_20260831_224430_A114_WATCH.csv,SESSION_20260831_224430_A114,FALL_FORWARD,FALL,TRAIN,3398,22.696,1788196470813,1788196493509
WATCH,SESSION_20260831_225518_CDCA_WATCH.csv,SESSION_20260831_225518_CDCA,FALL_FORWARD,FALL,TRAIN,3552,23.728,1788197118455,1788197142183
WATCH,SESSION_20260831_225556_3FED_WATCH.csv,SESSION_20260831_225556_3FED,FALL_FORWARD,FALL,TRAIN,5801,38.774,1788197155334,1788197194108
WATCH,SESSION_20260831_225646_20C0_WATCH.csv,SESSION_20260831_225646_20C0,FALL_FORWARD,FALL,TRAIN,3777,25.239,1788197206383,1788197231622
WATCH,SESSION_20260831_225730_79DD_WATCH.csv,SESSION_20260831_225730_79DD,FALL_FORWARD,FALL,TRAIN,4279,28.615,1788197249580,1788197278195
WATCH,SESSION_20260831_225815_5041_WATCH.csv,SESSION_20260831_225815_5041,FALL_FORWARD,FALL,TRAIN,3660,24.456,1788197295166,1788197319622
WATCH,SESSION_20260831_225854_839A_WATCH.csv,SESSION_20260831_225854_839A,FALL_FORWARD,FALL,VALIDATION,3233,21.606,1788197334739,1788197356345
WATCH,SESSION_20260831_230015_D432_WATCH.csv,SESSION_20260831_230015_D432,FALL_FORWARD,FALL,VALIDATION,3174,21.203,1788197414717,1788197435920
WATCH,SESSION_20260831_230213_4632_WATCH.csv,SESSION_20260831_230213_4632,FALL_FORWARD,FALL,TRAIN,5771,38.568,1788197533652,1788197572220
WATCH,SESSION_20260831_230654_9B27_WATCH.csv,SESSION_20260831_230654_9B27,FALL_FORWARD,FALL,TRAIN,7160,47.841,1788197814700,1788197862541
WATCH,SESSION_20260831_230903_3C1A_WATCH.csv,SESSION_20260831_230903_3C1A,FALL_FORWARD,FALL,TRAIN,342,2.265,1788197943283,1788197945548
WATCH,SESSION_20260831_231004_8737_WATCH.csv,SESSION_20260831_231004_8737,FALL_FORWARD,FALL,TEST,3515,23.474,1788198004354,1788198027828
WATCH,SESSION_20260831_231226_5815_WATCH.csv,SESSION_20260831_231226_5815,FALL_FORWARD,FALL,TRAIN,5223,34.888,1788198147002,1788198181890
WATCH,SESSION_20260831_231317_F4F0_WATCH.csv,SESSION_20260831_231317_F4F0,FALL_FORWARD,FALL,TEST,5538,36.999,1788198197551,1788198234550
WATCH,SESSION_20260831_231517_49B6_WATCH.csv,SESSION_20260831_231517_49B6,FALL_FORWARD,FALL,TRAIN,5723,38.24,1788198316241,1788198354481
WATCH,SESSION_20260831_231627_7069_WATCH.csv,SESSION_20260831_231627_7069,FALL_FORWARD,FALL,TRAIN,6898,46.099,1788198387792,1788198433891
WATCH,SESSION_20260831_231815_A28C_WATCH.csv,SESSION_20260831_231815_A28C,FALL_FORWARD,FALL,TEST,6619,44.243,1788198495415,1788198539658
WATCH,SESSION_20260831_232010_2690_WATCH.csv,SESSION_20260831_232010_2690,FALL_FORWARD,FALL,TRAIN,6357,42.476,1788198610717,1788198653193
WATCH,SESSION_20260831_232156_F719_WATCH.csv,SESSION_20260831_232156_F719,FALL_FORWARD,FALL,TEST,4740,31.653,1788198716904,1788198748557
WATCH,SESSION_20260831_232623_23E5_WATCH.csv,SESSION_20260831_232623_23E5,FALL_FORWARD,FALL,TRAIN,8448,56.419,1788198983759,1788199040178
WATCH,SESSION_20260831_232938_7658_WATCH.csv,SESSION_20260831_232938_7658,FALL_FORWARD,FALL,TRAIN,18685,124.882,1788199178995,1788199303877
WATCH,SESSION_20260831_233508_66BE_WATCH.csv,SESSION_20260831_233508_66BE,FALL_FORWARD,FALL,TRAIN,11899,79.539,1788199508975,1788199588514
WATCH,SESSION_20260831_233858_098E_WATCH.csv,SESSION_20260831_233858_098E,FALL_FORWARD,FALL,VALIDATION,9701,64.817,1788199738579,1788199803396
WATCH,SESSION_20260831_234508_2E3D_WATCH.csv,SESSION_20260831_234508_2E3D,FALL_BACKWARD,FALL,TRAIN,5001,33.391,1788200108192,1788200141583
WATCH,SESSION_20260831_234547_7934_WATCH.csv,SESSION_20260831_234547_7934,FALL_BACKWARD,FALL,TRAIN,5436,36.322,1788200147826,1788200184148
WATCH,SESSION_20260831_234638_88CE_WATCH.csv,SESSION_20260831_234638_88CE,FALL_BACKWARD,FALL,TRAIN,4134,27.603,1788200198829,1788200226432
WATCH,SESSION_20260831_234717_9247_WATCH.csv,SESSION_20260831_234717_9247,FALL_BACKWARD,FALL,VALIDATION,4317,28.823,1788200237892,1788200266715
WATCH,SESSION_20260831_234804_3378_WATCH.csv,SESSION_20260831_234804_3378,FALL_BACKWARD,FALL,TEST,6003,40.096,1788200284943,1788200325039
WATCH,SESSION_20260831_235123_1190_WATCH.csv,SESSION_20260831_235123_1190,FALL_BACKWARD,FALL,TRAIN,4761,31.778,1788200483032,1788200514810
WATCH,SESSION_20260831_235217_5553_WATCH.csv,SESSION_20260831_235217_5553,FALL_BACKWARD,FALL,TRAIN,5748,38.37,1788200538009,1788200576379
WATCH,SESSION_20260831_235336_0FBD_WATCH.csv,SESSION_20260831_235336_0FBD,FALL_BACKWARD,FALL,TEST,5469,36.506,1788200616842,1788200653348
WATCH,SESSION_20260831_235427_1F7E_WATCH.csv,SESSION_20260831_235427_1F7E,FALL_BACKWARD,FALL,TEST,4948,33.032,1788200667948,1788200700980
WATCH,SESSION_20260831_235516_43EF_WATCH.csv,SESSION_20260831_235516_43EF,FALL_BACKWARD,FALL,TRAIN,3525,23.53,1788200716524,1788200740054
WATCH,SESSION_20260831_235611_88DB_WATCH.csv,SESSION_20260831_235611_88DB,FALL_LEFT,FALL,TRAIN,2234,14.906,1788200771394,1788200786300
WATCH,SESSION_20260831_235632_B781_WATCH.csv,SESSION_20260831_235632_B781,FALL_LEFT,FALL,TRAIN,3330,22.033,1788200793151,1788200815184
WATCH,SESSION_20260831_235703_14FA_WATCH.csv,SESSION_20260831_235703_14FA,FALL_LEFT,FALL,TRAIN,2361,15.747,1788200823724,1788200839471
WATCH,SESSION_20260831_235736_E369_WATCH.csv,SESSION_20260831_235736_E369,FALL_LEFT,FALL,TRAIN,4090,27.313,1788200856730,1788200884043
WATCH,SESSION_20260831_235815_07F5_WATCH.csv,SESSION_20260831_235815_07F5,FALL_LEFT,FALL,TRAIN,3822,25.212,1788200896011,1788200921223
WATCH,SESSION_20260831_235847_15CD_WATCH.csv,SESSION_20260831_235847_15CD,FALL_LEFT,FALL,VALIDATION,3120,20.83,1788200927524,1788200948354
WATCH,SESSION_20260831_235915_9E04_WATCH.csv,SESSION_20260831_235915_9E04,FALL_LEFT,FALL,TRAIN,5151,34.426,1788200955258,1788200989684
WATCH,SESSION_20260831_235958_1EA4_WATCH.csv,SESSION_20260831_235958_1EA4,FALL_LEFT,FALL,TRAIN,5951,39.772,1788200998262,1788201038034
WATCH,SESSION_20260901_000047_CDCE_WATCH.csv,SESSION_20260901_000047_CDCE,FALL_LEFT,FALL,TRAIN,5165,34.513,1788201046848,1788201081361
WATCH,SESSION_20260901_000346_F56E_WATCH.csv,SESSION_20260901_000346_F56E,FALL_LEFT,FALL,TRAIN,2421,16.161,1788201226736,1788201242897
WATCH,SESSION_20260901_000456_B083_WATCH.csv,SESSION_20260901_000456_B083,FALL_LEFT,FALL,TRAIN,9655,66.68,1788201297016,1788201363696
WATCH,SESSION_20260901_000658_F11B_WATCH.csv,SESSION_20260901_000658_F11B,FALL_LEFT,FALL,TRAIN,2937,82.801,1788201418414,1788201501215
WATCH,SESSION_20260901_001014_46EA_WATCH.csv,SESSION_20260901_001014_46EA,FALL_LEFT,FALL,TRAIN,9242,61.751,1788201613865,1788201675616
WATCH,SESSION_20260901_001400_A924_WATCH.csv,SESSION_20260901_001400_A924,FALL_LEFT,FALL,TRAIN,7360,49.193,1788201840513,1788201889706
WATCH,SESSION_20260901_001721_C425_WATCH.csv,SESSION_20260901_001721_C425,FALL_LEFT,FALL,TRAIN,1835,12.244,1788202041691,1788202053935
WATCH,SESSION_20260901_001825_C01A_WATCH.csv,SESSION_20260901_001825_C01A,FALL_LEFT,FALL,TRAIN,10011,66.881,1788202105035,1788202171916
WATCH,SESSION_20260901_002244_614C_WATCH.csv,SESSION_20260901_002244_614C,FALL_LEFT,FALL,TRAIN,3672,24.528,1788202364215,1788202388743
WATCH,SESSION_20260901_002355_448D_WATCH.csv,SESSION_20260901_002355_448D,FALL_LEFT,FALL,TRAIN,5335,35.659,1788202434952,1788202470611
WATCH,SESSION_20260901_002451_78ED_WATCH.csv,SESSION_20260901_002451_78ED,FALL_LEFT,FALL,TRAIN,6398,42.77,1788202491092,1788202533862
WATCH,SESSION_20260901_002624_BDCF_WATCH.csv,SESSION_20260901_002624_BDCF,FALL_RIGHT,FALL,TRAIN,2205,14.722,1788202584794,1788202599516
WATCH,SESSION_20260901_002641_B559_WATCH.csv,SESSION_20260901_002641_B559,FALL_RIGHT,FALL,TRAIN,618,4.111,1788202601438,1788202605549
WATCH,SESSION_20260901_002651_BF50_WATCH.csv,SESSION_20260901_002651_BF50,FALL_RIGHT,FALL,TEST,2883,19.261,1788202611233,1788202630494
WATCH,SESSION_20260901_002722_33F1_WATCH.csv,SESSION_20260901_002722_33F1,FALL_RIGHT,FALL,TRAIN,4005,26.765,1788202642094,1788202668859
WATCH,SESSION_20260901_002804_2557_WATCH.csv,SESSION_20260901_002804_2557,FALL_RIGHT,FALL,TRAIN,3123,20.859,1788202684133,1788202704992
WATCH,SESSION_20260901_002847_ED9E_WATCH.csv,SESSION_20260901_002847_ED9E,FALL_RIGHT,FALL,TRAIN,3547,23.711,1788202727888,1788202751599
WATCH,SESSION_20260901_002919_D4E0_WATCH.csv,SESSION_20260901_002919_D4E0,FALL_RIGHT,FALL,TRAIN,3294,22.003,1788202759708,1788202781711
WATCH,SESSION_20260901_002947_BF3E_WATCH.csv,SESSION_20260901_002947_BF3E,FALL_RIGHT,FALL,TRAIN,3515,23.489,1788202787853,1788202811342
WATCH,SESSION_20260901_003039_D112_WATCH.csv,SESSION_20260901_003039_D112,FALL_RIGHT,FALL,VALIDATION,2148,14.342,1788202839743,1788202854085
WATCH,SESSION_20260901_003102_C2AF_WATCH.csv,SESSION_20260901_003102_C2AF,FALL_RIGHT,FALL,TRAIN,2535,16.927,1788202862476,1788202879403
WATCH,SESSION_20260901_003131_F831_WATCH.csv,SESSION_20260901_003131_F831,FALL_RIGHT,FALL,TRAIN,2381,15.431,1788202891901,1788202907332
WATCH,SESSION_20260901_003157_A141_WATCH.csv,SESSION_20260901_003157_A141,FALL_RIGHT,FALL,TRAIN,2498,16.685,1788202917281,1788202933966
WATCH,SESSION_20260901_003234_57CE_WATCH.csv,SESSION_20260901_003234_57CE,FALL_RIGHT,FALL,VALIDATION,2241,14.958,1788202954290,1788202969248
WATCH,SESSION_20260901_003619_13C7_WATCH.csv,SESSION_20260901_003619_13C7,FALL_FROM_SITTING,FALL,VALIDATION,2202,14.687,1788203179519,1788203194206
WATCH,SESSION_20260901_003720_1A6D_WATCH.csv,SESSION_20260901_003720_1A6D,STANDING,NORMAL,TRAIN,2551,17.037,1788203240155,1788203257192
WATCH,SESSION_20260901_003748_F731_WATCH.csv,SESSION_20260901_003748_F731,STANDING,NORMAL,TRAIN,2247,14.798,1788203268762,1788203283560
WATCH,SESSION_20260901_003819_0A8A_WATCH.csv,SESSION_20260901_003819_0A8A,STANDING,NORMAL,VALIDATION,2775,18.515,1788203299779,1788203318294
WATCH,SESSION_20260901_003856_3D01_WATCH.csv,SESSION_20260901_003856_3D01,STANDING,NORMAL,TRAIN,3528,23.543,1788203336493,1788203360036
WATCH,SESSION_20260901_003959_6111_WATCH.csv,SESSION_20260901_003959_6111,STANDING,NORMAL,TRAIN,2698,18.015,1788203399094,1788203417109
WATCH,SESSION_20260901_004034_4E5D_WATCH.csv,SESSION_20260901_004034_4E5D,STANDING,NORMAL,TEST,1942,12.97,1788203434319,1788203447289
WATCH,SESSION_20260901_004123_A04C_WATCH.csv,SESSION_20260901_004123_A04C,STANDING,NORMAL,TRAIN,2700,18.021,1788203482945,1788203500966
WATCH,SESSION_20260901_004151_74A3_WATCH.csv,SESSION_20260901_004151_74A3,STANDING,NORMAL,TRAIN,2696,18.003,1788203510247,1788203528250
WATCH,SESSION_20260901_004220_87AA_WATCH.csv,SESSION_20260901_004220_87AA,STANDING,NORMAL,VALIDATION,6374,42.578,1788203540255,1788203582833
PHONE,SESSION_20260831_130603_3146_MOBILE.csv,SESSION_20260831_130603_3146,SITTING,NORMAL,TEST,79,8.03,1788161756916,1788161764946
PHONE,SESSION_20260831_130618_E3A0_MOBILE.csv,SESSION_20260831_130618_E3A0,SITTING,NORMAL,TRAIN,1172,36.36,1788161764946,1788161801306
PHONE,SESSION_20260831_130655_4D60_MOBILE.csv,SESSION_20260831_130655_4D60,SITTING,NORMAL,TRAIN,2787,42.6,1788161801306,1788161843906
PHONE,SESSION_20260831_130733_B21B_MOBILE.csv,SESSION_20260831_130733_B21B,SITTING,NORMAL,TRAIN,10124,81.608,1788161843906,1788161925514
PHONE,SESSION_20260831_130916_06A4_MOBILE.csv,SESSION_20260831_130916_06A4,SITTING,NORMAL,VALIDATION,8631,121.851,1788161925514,1788162047365
PHONE,SESSION_20260831_131244_7E37_MOBILE.csv,SESSION_20260831_131244_7E37,SITTING,NORMAL,TRAIN,9880,301.542,1788162047365,1788162348907
PHONE,SESSION_20260831_131942_B5D9_MOBILE.csv,SESSION_20260831_131942_B5D9,SITTING,NORMAL,VALIDATION,7926,380.74,1788162348907,1788162729647
PHONE,SESSION_20260831_132747_E109_MOBILE.csv,SESSION_20260831_132747_E109,SITTING,NORMAL,TRAIN,3041,62.186,1788163062571,1788163124757
PHONE,SESSION_20260831_132930_4FA6_MOBILE.csv,SESSION_20260831_132930_4FA6,SITTING,NORMAL,TRAIN,3028,100.613,1788163124757,1788163225370
PHONE,SESSION_20260831_133331_D248_MOBILE.csv,SESSION_20260831_133331_D248,SITTING,NORMAL,TRAIN,3039,134.954,1788163333493,1788163468447
PHONE,SESSION_20260831_133438_CB22_MOBILE.csv,SESSION_20260831_133438_CB22,SITTING,NORMAL,VALIDATION,741,23.738,1788163468447,1788163492185
PHONE,SESSION_20260831_133500_7989_MOBILE.csv,SESSION_20260831_133500_7989,SITTING,NORMAL,TRAIN,1494,36.699,1788163492185,1788163528884
PHONE,SESSION_20260831_133534_9456_MOBILE.csv,SESSION_20260831_133534_9456,SITTING,NORMAL,TRAIN,1904,41.056,1788163528884,1788163569940
PHONE,SESSION_20260831_133616_C29C_MOBILE.csv,SESSION_20260831_133616_C29C,SITTING,NORMAL,TRAIN,1642,36.528,1788163569940,1788163606468
PHONE,SESSION_20260831_133655_5F68_MOBILE.csv,SESSION_20260831_133655_5F68,SITTING,NORMAL,TRAIN,964,26.738,1788163606468,1788163633206
PHONE,SESSION_20260831_133724_4E9F_MOBILE.csv,SESSION_20260831_133724_4E9F,SITTING,NORMAL,TRAIN,1496,38.472,1788163633206,1788163671678
PHONE,SESSION_20260831_133801_7D4D_MOBILE.csv,SESSION_20260831_133801_7D4D,SITTING,NORMAL,TRAIN,714,24.23,1788163671678,1788163695908
PHONE,SESSION_20260831_133817_ED14_MOBILE.csv,SESSION_20260831_133817_ED14,SITTING,NORMAL,TRAIN,49,1.219,1788163697686,1788163698905
PHONE,SESSION_20260831_133820_62C3_MOBILE.csv,SESSION_20260831_133820_62C3,SITTING,NORMAL,TRAIN,330,6.926,1788163700489,1788163707415
PHONE,SESSION_20260831_133836_EB11_MOBILE.csv,SESSION_20260831_133836_EB11,SITTING,NORMAL,TRAIN,1348,33.871,1788163707415,1788163741286
PHONE,SESSION_20260831_133901_F1DB_MOBILE.csv,SESSION_20260831_133901_F1DB,SITTING,NORMAL,VALIDATION,37,1.038,1788163741286,1788163742324
PHONE,SESSION_20260831_133922_BC01_MOBILE.csv,SESSION_20260831_133922_BC01,SITTING,NORMAL,TRAIN,1592,49.374,1788163742324,1788163791698
PHONE,SESSION_20260831_162745_0D6D_MOBILE.csv,SESSION_20260831_162745_0D6D,WALKING,NORMAL,TRAIN,1778,41.289,1788173851566,1788173892855
PHONE,SESSION_20260831_162817_CC61_MOBILE.csv,SESSION_20260831_162817_CC61,WALKING,NORMAL,TRAIN,1819,38.561,1788173892855,1788173931416
PHONE,SESSION_20260831_162855_C941_MOBILE.csv,SESSION_20260831_162855_C941,WALKING,NORMAL,TEST,1832,37.461,1788173931416,1788173968877
PHONE,SESSION_20260831_162935_265D_MOBILE.csv,SESSION_20260831_162935_265D,WALKING,NORMAL,TRAIN,1759,39.657,1788173968877,1788174008534
PHONE,SESSION_20260831_163020_8DA7_MOBILE.csv,SESSION_20260831_163020_8DA7,SITTING,NORMAL,TEST,1791,45.45,1788174008534,1788174053984
PHONE,SESSION_20260831_163101_114B_MOBILE.csv,SESSION_20260831_163101_114B,SITTING,NORMAL,TRAIN,2027,45.318,1788174053984,1788174099302
PHONE,SESSION_20260831_163400_621C_MOBILE.csv,SESSION_20260831_163400_621C,STANDING,NORMAL,TRAIN,1635,171.018,1788174099302,1788174270320
PHONE,SESSION_20260831_163438_3721_MOBILE.csv,SESSION_20260831_163438_3721,STANDING,NORMAL,TRAIN,2037,46.134,1788174270320,1788174316454
PHONE,SESSION_20260831_163522_F3FD_MOBILE.csv,SESSION_20260831_163522_F3FD,STANDING,NORMAL,TEST,2096,43.86,1788174316454,1788174360314
PHONE,SESSION_20260831_163608_E73D_MOBILE.csv,SESSION_20260831_163608_E73D,STANDING,NORMAL,TRAIN,2090,45.737,1788174360314,1788174406051
PHONE,SESSION_20260831_163647_ACF1_MOBILE.csv,SESSION_20260831_163647_ACF1,STANDING,NORMAL,TRAIN,2103,39.148,1788174406051,1788174445199
PHONE,SESSION_20260831_163731_FEC3_MOBILE.csv,SESSION_20260831_163731_FEC3,STANDING,NORMAL,TRAIN,2148,45.243,1788174445199,1788174490442
PHONE,SESSION_20260831_163816_B930_MOBILE.csv,SESSION_20260831_163816_B930,STANDING,NORMAL,TRAIN,2237,45.582,1788174490442,1788174536024
PHONE,SESSION_20260831_163856_6040_MOBILE.csv,SESSION_20260831_163856_6040,STANDING,NORMAL,TEST,2172,40.284,1788174536024,1788174576308
PHONE,SESSION_20260831_163941_1D14_MOBILE.csv,SESSION_20260831_163941_1D14,STANDING,NORMAL,TEST,2260,45.603,1788174576308,1788174621911
PHONE,SESSION_20260831_164030_401B_MOBILE.csv,SESSION_20260831_164030_401B,STANDING,NORMAL,VALIDATION,2036,45.812,1788174621911,1788174667723
PHONE,SESSION_20260831_164115_573D_MOBILE.csv,SESSION_20260831_164115_573D,STANDING,NORMAL,VALIDATION,2026,44.226,1788174667723,1788174711949
PHONE,SESSION_20260831_164225_8AB7_MOBILE.csv,SESSION_20260831_164225_8AB7,STANDING,NORMAL,TEST,1944,67.917,1788174711949,1788174779866
PHONE,SESSION_20260831_164303_9A46_MOBILE.csv,SESSION_20260831_164303_9A46,STANDING,NORMAL,TRAIN,1970,38.452,1788174779866,1788174818318
PHONE,SESSION_20260831_171549_BD7D_MOBILE.csv,SESSION_20260831_171549_BD7D,STANDING,NORMAL,TEST,1882,1965.467,1788174818318,1788176783785
PHONE,SESSION_20260831_171625_1679_MOBILE.csv,SESSION_20260831_171625_1679,STANDING,NORMAL,TRAIN,2022,39.017,1788176783785,1788176822802
PHONE,SESSION_20260831_171705_829A_MOBILE.csv,SESSION_20260831_171705_829A,STANDING,NORMAL,TRAIN,2018,39.724,1788176822802,1788176862526
PHONE,SESSION_20260831_171745_14AE_MOBILE.csv,SESSION_20260831_171745_14AE,STANDING,NORMAL,VALIDATION,2035,40.478,1788176862526,1788176903004
PHONE,SESSION_20260831_171826_A8E0_MOBILE.csv,SESSION_20260831_171826_A8E0,STANDING,NORMAL,TRAIN,2148,43.599,1788176903004,1788176946603
PHONE,SESSION_20260831_171909_4D4F_MOBILE.csv,SESSION_20260831_171909_4D4F,STANDING,NORMAL,TRAIN,2019,40.102,1788176946603,1788176986705
PHONE,SESSION_20260831_172354_E2E6_MOBILE.csv,SESSION_20260831_172354_E2E6,STANDING,NORMAL,VALIDATION,2042,285.397,1788176986705,1788177272102
PHONE,SESSION_20260831_172507_70C9_MOBILE.csv,SESSION_20260831_172507_70C9,WALKING,NORMAL,TEST,2039,73.75,1788177272102,1788177345852
PHONE,SESSION_20260831_172605_723E_MOBILE.csv,SESSION_20260831_172605_723E,WALKING,NORMAL,VALIDATION,4901,62.345,1788177345852,1788177408197
PHONE,SESSION_20260831_172738_2440_MOBILE.csv,SESSION_20260831_172738_2440,WALKING,NORMAL,TEST,3645,75.971,1788177408197,1788177484168
PHONE,SESSION_20260831_172822_3AE6_MOBILE.csv,SESSION_20260831_172822_3AE6,WALKING,NORMAL,TRAIN,3267,41.653,1788177484168,1788177525821
PHONE,SESSION_20260831_172928_011A_MOBILE.csv,SESSION_20260831_172928_011A,WALKING,NORMAL,VALIDATION,4525,74.443,1788177525821,1788177600264
PHONE,SESSION_20260831_173011_0CB8_MOBILE.csv,SESSION_20260831_173011_0CB8,WALKING,NORMAL,TRAIN,4449,43.201,1788177600264,1788177643465
PHONE,SESSION_20260831_173055_76D2_MOBILE.csv,SESSION_20260831_173055_76D2,WALKING,NORMAL,TRAIN,3501,37.023,1788177643465,1788177680488
PHONE,SESSION_20260831_173129_7B6F_MOBILE.csv,SESSION_20260831_173129_7B6F,WALKING,NORMAL,TRAIN,2520,26.87,1788177680488,1788177707358
PHONE,SESSION_20260831_173200_B2E0_MOBILE.csv,SESSION_20260831_173200_B2E0,WALKING,NORMAL,TRAIN,3835,39.917,1788177707358,1788177747275
PHONE,SESSION_20260831_173238_C108_MOBILE.csv,SESSION_20260831_173238_C108,WALKING,NORMAL,TEST,4244,40.987,1788177747275,1788177788262
PHONE,SESSION_20260831_173316_C862_MOBILE.csv,SESSION_20260831_173316_C862,WALKING,NORMAL,TRAIN,3873,35.457,1788177788262,1788177823719
PHONE,SESSION_20260831_173402_9AE3_MOBILE.csv,SESSION_20260831_173402_9AE3,WALKING,NORMAL,TRAIN,4629,51.539,1788177823719,1788177875258
PHONE,SESSION_20260831_173438_7475_MOBILE.csv,SESSION_20260831_173438_7475,WALKING,NORMAL,TRAIN,3346,26.829,1788177875258,1788177902087
PHONE,SESSION_20260831_173503_BD91_MOBILE.csv,SESSION_20260831_173503_BD91,WALKING,NORMAL,TRAIN,3491,26.441,1788177902087,1788177928528
PHONE,SESSION_20260831_173531_1BDC_MOBILE.csv,SESSION_20260831_173531_1BDC,WALKING,NORMAL,VALIDATION,4053,31.177,1788177928528,1788177959705
PHONE,SESSION_20260831_173603_C4E6_MOBILE.csv,SESSION_20260831_173603_C4E6,WALKING,NORMAL,TRAIN,5237,40.662,1788177959705,1788178000367
PHONE,SESSION_20260831_173647_8DCF_MOBILE.csv,SESSION_20260831_173647_8DCF,WALKING,NORMAL,TEST,4087,36.083,1788178000367,1788178036450
PHONE,SESSION_20260831_173725_6305_MOBILE.csv,SESSION_20260831_173725_6305,WALKING,NORMAL,TRAIN,4284,39.656,1788178036450,1788178076106
PHONE,SESSION_20260831_173759_CBDB_MOBILE.csv,SESSION_20260831_173759_CBDB,WALKING,NORMAL,TRAIN,4250,33.301,1788178076106,1788178109407
PHONE,SESSION_20260831_173836_D53C_MOBILE.csv,SESSION_20260831_173836_D53C,WALKING,NORMAL,VALIDATION,4513,39.254,1788178109407,1788178148661
PHONE,SESSION_20260831_173948_41F3_MOBILE.csv,SESSION_20260831_173948_41F3,RUNNING,NORMAL,TRAIN,3438,64.196,1788178148661,1788178212857
PHONE,SESSION_20260831_174019_9A43_MOBILE.csv,SESSION_20260831_174019_9A43,RUNNING,NORMAL,TRAIN,3565,31.648,1788178212857,1788178244505
PHONE,SESSION_20260831_174813_E29D_MOBILE.csv,SESSION_20260831_174813_E29D,RUNNING,NORMAL,TRAIN,3982,478.783,1788178244505,1788178723288
PHONE,SESSION_20260831_174905_CF18_MOBILE.csv,SESSION_20260831_174905_CF18,RUNNING,NORMAL,TEST,3747,48.643,1788178723288,1788178771931
PHONE,SESSION_20260831_174939_A166_MOBILE.csv,SESSION_20260831_174939_A166,RUNNING,NORMAL,TRAIN,3939,35.765,1788178771931,1788178807696
PHONE,SESSION_20260831_175018_4160_MOBILE.csv,SESSION_20260831_175018_4160,RUNNING,NORMAL,TRAIN,4541,43.657,1788178807696,1788178851353
PHONE,SESSION_20260831_175104_D252_MOBILE.csv,SESSION_20260831_175104_D252,RUNNING,NORMAL,TRAIN,3813,40.636,1788178851353,1788178891989
PHONE,SESSION_20260831_175147_D35E_MOBILE.csv,SESSION_20260831_175147_D35E,RUNNING,NORMAL,VALIDATION,4856,50.203,1788178891989,1788178942192
PHONE,SESSION_20260831_175236_CCF1_MOBILE.csv,SESSION_20260831_175236_CCF1,RUNNING,NORMAL,TRAIN,4249,44.603,1788178942192,1788178986795
PHONE,SESSION_20260831_175323_79F2_MOBILE.csv,SESSION_20260831_175323_79F2,RUNNING,NORMAL,TRAIN,4432,48.214,1788178986795,1788179035009
PHONE,SESSION_20260831_175422_CCD1_MOBILE.csv,SESSION_20260831_175422_CCD1,RUNNING,NORMAL,TRAIN,5342,65.946,1788179035009,1788179100955
PHONE,SESSION_20260831_175513_BF00_MOBILE.csv,SESSION_20260831_175513_BF00,RUNNING,NORMAL,TRAIN,4802,46.441,1788179100955,1788179147396
PHONE,SESSION_20260831_175554_885F_MOBILE.csv,SESSION_20260831_175554_885F,RUNNING,NORMAL,TEST,5116,43.957,1788179147396,1788179191353
PHONE,SESSION_20260831_175638_9F27_MOBILE.csv,SESSION_20260831_175638_9F27,RUNNING,NORMAL,TRAIN,7354,59.807,1788179191353,1788179251160
PHONE,SESSION_20260831_175745_A4F9_MOBILE.csv,SESSION_20260831_175745_A4F9,RUNNING,NORMAL,TRAIN,5117,50.456,1788179251160,1788179301616
PHONE,SESSION_20260831_175836_DFD1_MOBILE.csv,SESSION_20260831_175836_DFD1,RUNNING,NORMAL,TRAIN,4574,47.255,1788179301616,1788179348871
PHONE,SESSION_20260831_175933_379B_MOBILE.csv,SESSION_20260831_175933_379B,RUNNING,NORMAL,VALIDATION,4652,58.121,1788179348871,1788179406992
PHONE,SESSION_20260831_180224_BAC3_MOBILE.csv,SESSION_20260831_180224_BAC3,RUNNING,NORMAL,VALIDATION,1852,163.117,1788179406992,1788179570109
